OBJECTID,DATE,Group,Facility,County,Cases,Month,Cases_Normalized,Risk_Level
654,2021-02-10 10:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
661,2021-02-17 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,51,2,-0.16277821527896288,0
662,2021-02-17 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,2,-0.145648188117392,0
663,2021-02-17 10:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
664,2021-02-17 10:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
665,2021-02-17 10:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
666,2021-02-17 10:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
679,2021-02-24 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,52,2,-0.15849570848857017,0
680,2021-02-24 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,2,-0.145648188117392,0
681,2021-02-24 10:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
682,2021-02-24 10:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
683,2021-02-24 10:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
684,2021-02-24 10:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,2,-0.3811860615889917,0
685,2021-03-03 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,53,3,-0.15421320169817743,0
686,2021-03-03 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,3,-0.145648188117392,0
687,2021-03-03 10:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
688,2021-03-03 10:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
689,2021-03-03 10:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
690,2021-03-03 10:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
697,2021-03-10 10:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,53,3,-0.15421320169817743,0
698,2021-03-10 10:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,3,-0.145648188117392,0
699,2021-03-10 10:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
700,2021-03-10 10:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
701,2021-03-10 10:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
702,2021-03-10 10:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
715,2021-03-17 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
716,2021-03-17 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
717,2021-03-17 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
718,2021-03-17 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
719,2021-03-17 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
720,2021-03-17 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
721,2021-03-24 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
722,2021-03-24 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
723,2021-03-24 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
724,2021-03-24 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
725,2021-03-24 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
726,2021-03-24 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
727,2021-03-31 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
728,2021-03-31 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,3,-0.3811860615889917,0
729,2021-03-31 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
730,2021-03-31 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
731,2021-03-31 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
732,2021-03-31 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,3,-0.3811860615889917,0
733,2021-04-07 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
734,2021-04-07 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,1,4,-0.376903554798599,0
735,2021-04-07 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
736,2021-04-07 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
737,2021-04-07 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
738,2021-04-07 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
745,2021-04-14 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
746,2021-04-14 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,1,4,-0.376903554798599,0
747,2021-04-14 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
748,2021-04-14 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
749,2021-04-14 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
750,2021-04-14 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
751,2020-04-21 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
752,2020-04-21 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
753,2020-04-21 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
754,2020-04-21 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
755,2020-04-21 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
756,2020-04-21 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
763,2021-04-28 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
764,2021-04-28 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,4,-0.3811860615889917,0
765,2021-04-28 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
766,2021-04-28 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
767,2021-04-28 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
768,2021-04-28 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,4,-0.3811860615889917,0
775,2021-05-05 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
776,2021-05-05 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
777,2021-05-05 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
778,2021-05-05 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
779,2021-05-05 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
780,2021-05-05 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
781,2021-05-13 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
782,2021-05-13 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
783,2021-05-13 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
784,2021-05-13 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
785,2021-05-13 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
786,2021-05-13 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
793,2021-05-19 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
794,2021-05-19 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,5,-0.3811860615889917,0
795,2021-05-19 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
796,2021-05-19 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
797,2021-05-19 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
798,2021-05-19 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
799,2021-05-26 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,54,5,-0.1499306949077847,0
800,2021-05-26 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,5,-0.145648188117392,0
801,2021-05-26 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
802,2021-05-26 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
803,2021-05-26 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
804,2021-05-26 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,5,-0.3811860615889917,0
805,2021-06-02 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,54,6,-0.1499306949077847,0
806,2021-06-02 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,6,-0.145648188117392,0
807,2021-06-02 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
808,2021-06-02 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
809,2021-06-02 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
810,2021-06-02 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
817,2021-06-09 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
818,2021-06-09 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
819,2021-06-09 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
820,2021-06-09 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
821,2021-06-09 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
822,2021-06-09 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
829,2021-06-16 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
830,2021-06-16 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
831,2021-06-16 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
832,2021-06-16 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
833,2021-06-16 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
834,2021-06-16 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
841,2021-06-23 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
842,2021-06-23 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
843,2021-06-23 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
844,2021-06-23 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
845,2021-06-23 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
846,2021-06-23 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
853,2021-06-30 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
854,2021-06-30 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,6,-0.3811860615889917,0
855,2021-06-30 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
856,2021-06-30 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
857,2021-06-30 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
858,2021-06-30 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,6,-0.3811860615889917,0
865,2021-07-07 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,7,-0.3811860615889917,0
866,2021-07-07 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,7,-0.3811860615889917,0
867,2021-07-07 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
868,2021-07-07 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
869,2021-07-07 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
870,2021-07-07 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
871,2021-07-14 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,7,-0.3811860615889917,0
872,2021-07-14 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,7,-0.3811860615889917,0
873,2021-07-14 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
874,2021-07-14 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
875,2021-07-14 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
876,2021-07-14 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
877,2021-07-21 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,7,-0.145648188117392,0
878,2021-07-21 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,57,7,-0.13708317453660654,0
879,2021-07-21 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
880,2021-07-21 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
881,2021-07-21 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
882,2021-07-21 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
883,2021-07-28 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,55,7,-0.145648188117392,0
884,2021-07-28 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,56,7,-0.14136568132699928,0
885,2021-07-28 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
886,2021-07-28 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
887,2021-07-28 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
888,2021-07-28 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,7,-0.3811860615889917,0
889,2021-08-04 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,8,-0.3811860615889917,0
890,2021-08-04 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,8,-0.3811860615889917,0
891,2021-08-04 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
892,2021-08-04 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
893,2021-08-04 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
894,2021-08-04 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
901,2021-08-11 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,58,8,-0.13280066774621382,0
902,2021-08-11 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,56,8,-0.14136568132699928,0
903,2021-08-11 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
904,2021-08-11 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
905,2021-08-11 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
906,2021-08-11 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
907,2021-08-18 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,57,8,-0.13708317453660654,0
908,2021-08-18 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,56,8,-0.14136568132699928,0
909,2021-08-18 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
910,2021-08-18 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
911,2021-08-18 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
912,2021-08-18 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
925,2021-08-25 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,8,-0.3811860615889917,0
926,2021-08-25 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,8,-0.3811860615889917,0
927,2021-08-25 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
928,2021-08-25 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
929,2021-08-25 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
930,2021-08-25 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,8,-0.3811860615889917,0
931,2021-09-01 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,9,-0.3811860615889917,0
932,2021-09-01 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,9,-0.3811860615889917,0
933,2021-09-01 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
934,2021-09-01 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
935,2021-09-01 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
936,2021-09-01 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
937,2021-09-08 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,59,9,-0.1285181609558211,0
938,2021-09-08 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,57,9,-0.13708317453660654,0
939,2021-09-08 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,2,9,-0.3726210480082063,0
940,2021-09-08 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,1,9,-0.376903554798599,0
941,2021-09-08 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
942,2021-09-08 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
943,2021-09-15 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,65,9,-0.10282312021346478,0
944,2021-09-15 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,64,9,-0.10710562700385749,0
945,2021-09-15 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,8,9,-0.34692600726584993,0
946,2021-09-15 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,3,9,-0.36833854121781356,0
947,2021-09-15 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
948,2021-09-15 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
949,2021-09-22 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,66,9,-0.09854061342307205,0
950,2021-09-22 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,71,9,-0.07712807947110843,0
951,2021-09-22 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,8,9,-0.34692600726584993,0
952,2021-09-22 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,8,9,-0.34692600726584993,0
953,2021-09-22 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
954,2021-09-22 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
955,2021-09-29 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,68,9,-0.0899755998422866,0
956,2021-09-29 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,72,9,-0.07284557268071572,0
957,2021-09-29 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,8,9,-0.34692600726584993,0
958,2021-09-29 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,17,9,-0.30838344615231544,0
959,2021-09-29 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
960,2021-09-29 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,9,-0.3811860615889917,0
967,2021-10-06 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,68,10,-0.0899755998422866,0
968,2021-10-06 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,70,10,-0.08141058626150116,0
969,2021-10-06 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,8,10,-0.34692600726584993,0
970,2021-10-06 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,19,10,-0.29981843257153,0
971,2021-10-06 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
972,2021-10-06 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
973,2021-10-13 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,69,10,-0.08569309305189388,0
974,2021-10-13 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,70,10,-0.08141058626150116,0
975,2021-10-13 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,8,10,-0.34692600726584993,0
976,2021-10-13 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,20,10,-0.2955359257811373,0
977,2021-10-13 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
978,2021-10-13 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
979,2021-10-20 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,69,10,-0.08569309305189388,0
980,2021-10-20 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,70,10,-0.08141058626150116,0
981,2021-10-20 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
982,2021-10-20 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
983,2021-10-20 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
984,2021-10-20 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
997,2021-10-27 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,10,-0.3811860615889917,0
998,2021-10-27 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,10,-0.3811860615889917,0
999,2021-10-27 11:00:00,Staff,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
1000,2021-10-27 11:00:00,Patients,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
1001,2021-10-27 11:00:00,Inmates,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
1002,2021-10-27 11:00:00,Youth,State and Local Affected Facilities,Queen_Anne_s,0,10,-0.3811860615889917,0
1015,2021-11-03 11:00:00,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,11,-0.3811860615889917,0
1016,2021-11-03 11:00:00,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",Queen_Anne_s,0,11,-0.3811860615889917,0
