OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
782,5/13/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",141,375,1496,1185,64,87,115,413,156,89,20,134,255,241,0,481,151,0,0,0,0,108,215,63
783,5/13/2021 11:00,Staff: State and Local Affected Facilities,187,510,91,579,0,0,126,0,0,0,28,0,0,1,0,30,26,0,0,0,0,71,15,0
784,5/13/2021 11:00,Patients: State and Local Affected Facilities,0,0,83,6,0,0,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785,5/13/2021 11:00,Inmates: State and Local Affected Facilities,0,357,589,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,5/13/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
787,5/19/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,48,907,866,32,61,103,0,31,32,0,0,178,232,0,365,144,0,0,0,0,113,142,31
788,5/19/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,53,963,948,64,37,115,0,46,27,0,0,279,302,0,431,151,0,0,0,0,185,215,36
789,5/19/2021 11:00,Staff: State and Local Affected Facilities,188,248,91,368,0,0,91,34,0,35,0,15,16,0,0,21,26,0,0,0,0,161,43,0
790,5/19/2021 11:00,Patients: State and Local Affected Facilities,0,0,84,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,22,0
791,5/19/2021 11:00,Inmates: State and Local Affected Facilities,0,454,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,5/19/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
793,5/19/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,48,907,866,32,61,103,0,0,32,0,0,178,232,0,365,144,0,0,0,0,113,142,31
794,5/19/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,53,963,948,64,37,115,0,0,27,0,0,279,302,0,431,151,0,0,0,0,185,215,36
795,5/19/2021 11:00,Staff: State and Local Affected Facilities,188,248,91,368,0,0,91,34,0,35,0,15,16,0,0,21,26,0,0,0,0,161,43,0
796,5/19/2021 11:00,Patients: State and Local Affected Facilities,0,0,84,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,22,0
797,5/19/2021 11:00,Inmates: State and Local Affected Facilities,0,454,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,5/19/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
799,5/26/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,129,349,617,80,38,14,79,0,0,0,118,134,108,0,86,204,54,0,0,0,196,0,45
800,5/26/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,156,376,605,138,26,16,137,0,0,0,91,173,163,0,61,203,55,0,0,0,279,0,73
801,5/26/2021 11:00,Staff: State and Local Affected Facilities,190,203,92,667,0,0,93,34,0,35,0,15,16,0,0,21,26,0,0,0,0,234,85,54
802,5/26/2021 11:00,Patients: State and Local Affected Facilities,0,0,85,6,0,0,54,174,0,18,0,0,28,0,0,0,0,0,0,0,0,0,32,38
803,5/26/2021 11:00,Inmates: State and Local Affected Facilities,0,359,489,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,5/26/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,6/2/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,82,376,492,49,39,84,143,0,0,23,118,18,153,0,102,145,54,0,0,0,150,113,46
806,6/2/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,52,357,456,74,26,94,225,0,0,33,91,26,220,0,103,152,55,0,0,0,202,167,73
807,6/2/2021 11:00,Staff: State and Local Affected Facilities,168,236,90,105,0,0,93,34,0,0,0,15,16,23,0,21,26,0,0,0,0,162,86,54
808,6/2/2021 11:00,Patients: State and Local Affected Facilities,0,0,88,6,0,0,54,174,0,0,0,0,40,56,0,0,0,0,0,0,0,0,32,39
809,6/2/2021 11:00,Inmates: State and Local Affected Facilities,0,359,337,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,6/2/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,6/9/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,2,179,300,49,0,0,245,0,0,0,0,4,153,0,223,0,0,0,0,0,68,113,1
812,6/9/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,7,271,244,74,0,0,413,0,0,0,0,2,225,0,252,0,0,0,0,0,108,167,0
813,6/9/2021 11:00,Staff: State and Local Affected Facilities,168,217,90,257,0,0,0,35,0,0,0,0,16,23,0,0,26,0,0,0,0,22,71,54
814,6/9/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,177,0,0,0,0,43,56,0,0,0,0,0,0,0,0,32,39
815,6/9/2021 11:00,Inmates: State and Local Affected Facilities,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,6/9/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,6/9/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",58,2,179,300,49,0,0,245,0,0,0,0,4,153,0,223,0,0,0,0,0,68,113,1
818,6/9/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",42,7,271,244,74,0,0,413,0,0,0,0,2,225,0,252,0,0,0,0,0,108,167,0
819,6/9/2021 11:00,Staff: State and Local Affected Facilities,168,217,90,257,0,0,0,35,0,0,0,0,16,23,0,0,26,0,0,0,0,22,71,54
820,6/9/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,177,0,0,0,0,43,56,0,0,0,0,0,0,0,0,32,39
821,6/9/2021 11:00,Inmates: State and Local Affected Facilities,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,6/9/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,6/16/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,197,58,0,0,0,166,0,0,0,89,0,61,0,188,0,0,0,0,0,0,0,1
824,6/16/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,7,299,25,0,0,0,275,0,0,0,39,0,133,0,211,0,0,0,0,0,0,0,0
825,6/16/2021 11:00,Staff: State and Local Affected Facilities,298,291,177,177,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,22,71,0
826,6/16/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
827,6/16/2021 11:00,Inmates: State and Local Affected Facilities,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,6/16/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,6/16/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,197,58,0,0,0,166,0,0,0,89,0,61,0,188,0,0,0,0,0,0,0,1
830,6/16/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,7,299,25,0,0,0,275,0,0,0,39,0,133,0,211,0,0,0,0,0,0,0,0
831,6/16/2021 11:00,Staff: State and Local Affected Facilities,298,291,177,177,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,22,71,0
832,6/16/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
833,6/16/2021 11:00,Inmates: State and Local Affected Facilities,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,6/16/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,6/23/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,240,64,0,0,0,101,0,0,65,0,0,61,36,70,0,0,0,0,0,0,0,7
836,6/23/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,5,258,72,0,0,0,188,0,0,47,0,0,134,73,31,0,0,0,0,0,0,0,2
837,6/23/2021 11:00,Staff: State and Local Affected Facilities,298,276,175,175,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,185,29,0
838,6/23/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
839,6/23/2021 11:00,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,6/23/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,6/23/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",128,2,240,64,0,0,0,101,0,0,65,0,0,61,36,70,0,0,0,0,0,0,0,7
842,6/23/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",168,5,258,72,0,0,0,188,0,0,47,0,0,134,73,31,0,0,0,0,0,0,0,2
843,6/23/2021 11:00,Staff: State and Local Affected Facilities,298,276,175,175,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,185,29,0
844,6/23/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
845,6/23/2021 11:00,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,6/23/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,6/30/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,2,12,81,0,0,0,101,0,0,65,0,62,95,0,34,0,0,0,0,0,0,0,7
848,6/30/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,5,32,98,0,0,0,188,0,0,47,0,44,178,0,17,0,0,0,0,0,0,0,2
849,6/30/2021 11:00,Staff: State and Local Affected Facilities,299,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0
850,6/30/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,6/30/2021 11:00,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,6/30/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,6/30/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,2,12,81,0,0,0,101,0,0,65,0,62,95,0,34,0,0,0,0,0,0,0,7
854,6/30/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,5,32,98,0,0,0,188,0,0,47,0,44,178,0,17,0,0,0,0,0,0,0,2
855,6/30/2021 11:00,Staff: State and Local Affected Facilities,299,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,0
856,6/30/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,6/30/2021 11:00,Inmates: State and Local Affected Facilities,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,6/30/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,7/7/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,36,45,17,0,0,0,79,0,0,0,0,108,35,37,0,0,0,0,0,0,0,0,0
860,7/7/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,29,130,26,0,0,0,138,0,0,0,0,150,44,74,0,0,0,0,0,0,0,0,0
861,7/7/2021 11:00,Staff: State and Local Affected Facilities,168,91,97,94,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
862,7/7/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
863,7/7/2021 11:00,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,7/7/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,7/7/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,36,45,17,0,0,0,79,0,0,0,0,108,35,37,0,0,0,0,0,0,0,0,0
866,7/7/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,29,130,26,0,0,0,138,0,0,0,0,150,44,74,0,0,0,0,0,0,0,0,0
867,7/7/2021 11:00,Staff: State and Local Affected Facilities,168,91,97,94,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
868,7/7/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
869,7/7/2021 11:00,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,7/7/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,7/14/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",63,36,144,36,33,0,0,182,27,0,100,0,108,0,37,295,0,0,0,0,0,0,0,0
872,7/14/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",48,29,250,29,64,0,0,326,9,0,128,0,150,0,75,312,0,0,0,0,0,0,0,0
873,7/14/2021 11:00,Staff: State and Local Affected Facilities,169,91,98,178,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0
874,7/14/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
875,7/14/2021 11:00,Inmates: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,7/14/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,7/21/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",63,136,182,144,33,0,0,104,27,0,174,0,46,0,0,295,0,55,0,0,0,0,0,0
878,7/21/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",48,202,257,188,64,0,0,188,9,0,159,0,105,0,0,312,0,57,0,0,0,0,0,0
879,7/21/2021 11:00,Staff: State and Local Affected Facilities,169,91,99,84,0,0,0,0,0,0,0,0,0,23,5,0,27,0,0,0,0,23,0,0
880,7/21/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,0,0,0,0,0,0,0,0
881,7/21/2021 11:00,Inmates: State and Local Affected Facilities,0,362,655,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0
882,7/21/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,7/28/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,136,186,329,34,0,0,105,27,0,74,4,115,55,0,468,0,55,0,0,0,83,0,8
884,7/28/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,202,233,496,64,0,0,188,9,0,31,0,192,30,0,484,0,56,0,0,0,94,0,2
885,7/28/2021 11:00,Staff: State and Local Affected Facilities,170,91,99,141,0,0,0,0,0,0,0,20,0,0,5,0,27,0,0,0,0,0,0,55
886,7/28/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,39
887,7/28/2021 11:00,Inmates: State and Local Affected Facilities,0,0,345,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,7/28/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
889,8/4/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,119,118,463,34,40,66,105,114,85,0,0,69,191,0,430,0,0,0,0,0,85,116,8
890,8/4/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,160,194,575,64,31,125,188,165,89,0,0,88,138,0,387,0,0,0,0,0,94,167,2
891,8/4/2021 11:00,Staff: State and Local Affected Facilities,303,91,260,142,0,0,0,0,0,1,0,20,0,0,0,0,28,0,0,0,0,164,64,55
892,8/4/2021 11:00,Patients: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,48,39
893,8/4/2021 11:00,Inmates: State and Local Affected Facilities,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,8/4/2021 11:00,Youth: State and Local Affected Facilities,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
895,8/11/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,175,541,639,0,50,68,0,57,86,1,91,121,178,0,603,116,58,0,0,30,165,182,0
896,8/11/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,234,636,764,0,45,126,0,58,91,0,39,122,130,0,593,170,56,0,0,38,169,241,0
897,8/11/2021 11:00,Staff: State and Local Affected Facilities,313,223,260,444,0,0,13,35,0,3,0,20,0,0,0,0,30,0,0,0,0,350,65,0
898,8/11/2021 11:00,Patients: State and Local Affected Facilities,0,0,260,0,0,0,25,179,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0
899,8/11/2021 11:00,Inmates: State and Local Affected Facilities,0,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,8/11/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
901,8/11/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",0,175,541,639,0,50,68,0,57,86,1,91,121,178,0,603,113,58,0,0,30,165,182,0
902,8/11/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",0,234,636,764,0,45,126,0,58,91,0,39,122,130,0,593,173,56,0,0,38,169,241,0
903,8/11/2021 11:00,Staff: State and Local Affected Facilities,313,223,260,444,0,0,13,35,0,3,0,20,0,0,0,0,30,0,0,0,0,350,65,0
904,8/11/2021 11:00,Patients: State and Local Affected Facilities,0,0,260,0,0,0,25,179,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,0
905,8/11/2021 11:00,Inmates: State and Local Affected Facilities,0,0,544,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,8/11/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
907,8/18/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",165,190,798,682,0,51,71,186,112,35,104,92,52,144,9,918,355,57,0,0,32,398,197,60
908,8/18/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",163,328,771,695,0,48,129,326,172,27,79,39,34,89,0,1068,497,56,0,0,38,509,273,63
909,8/18/2021 11:00,Staff: State and Local Affected Facilities,319,224,262,445,0,0,114,36,0,47,0,0,0,109,0,0,30,0,0,0,0,397,114,56
910,8/18/2021 11:00,Patients: State and Local Affected Facilities,0,0,258,0,0,0,79,184,0,27,0,0,0,122,0,0,0,0,0,0,0,2,79,39
911,8/18/2021 11:00,Inmates: State and Local Affected Facilities,0,0,549,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,8/18/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,8/25/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",243,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
914,8/25/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",265,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
915,8/25/2021 11:00,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
916,8/25/2021 11:00,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
917,8/25/2021 11:00,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,8/25/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
919,8/25/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",249,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
920,8/25/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",281,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
921,8/25/2021 11:00,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
922,8/25/2021 11:00,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
923,8/25/2021 11:00,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,8/25/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
925,8/25/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",249,148,889,684,103,83,154,192,104,35,290,97,108,41,10,1010,501,0,0,0,64,503,197,105
926,8/25/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",281,340,886,729,140,101,243,326,165,27,292,44,93,23,0,1127,649,0,0,0,66,529,273,109
927,8/25/2021 11:00,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
928,8/25/2021 11:00,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
929,8/25/2021 11:00,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,8/25/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
931,9/1/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",294,228,1023,899,86,83,150,179,74,36,255,103,195,42,10,1078,511,0,0,0,8,356,171,45
932,9/1/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",337,348,937,1017,138,101,246,275,76,27,266,44,273,23,0,1175,645,0,0,0,2,394,249,46
933,9/1/2021 11:00,Staff: State and Local Affected Facilities,375,310,269,256,0,0,104,36,0,58,29,0,0,110,0,0,31,0,0,0,0,304,125,56
934,9/1/2021 11:00,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,191,0,34,0,0,0,121,0,0,0,0,0,0,0,2,92,40
935,9/1/2021 11:00,Inmates: State and Local Affected Facilities,0,0,821,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0
936,9/1/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
937,9/8/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",158,266,1042,733,86,79,142,197,126,0,207,130,138,163,0,1054,242,59,0,0,40,457,140,99
938,9/8/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",155,425,1054,843,138,96,205,326,185,0,216,96,200,115,0,1064,261,57,0,0,40,472,201,122
939,9/8/2021 11:00,Staff: State and Local Affected Facilities,383,289,103,588,0,0,105,36,0,61,31,21,0,111,0,22,32,2,0,0,0,419,125,57
940,9/8/2021 11:00,Patients: State and Local Affected Facilities,0,0,138,0,0,0,54,191,0,49,0,0,0,122,0,0,0,1,0,0,0,2,92,40
941,9/8/2021 11:00,Inmates: State and Local Affected Facilities,0,0,832,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0
942,9/8/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,9/15/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",225,213,1324,868,56,35,206,270,155,0,223,126,258,256,0,843,246,65,0,0,54,380,139,100
944,9/15/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",242,292,1236,897,66,52,259,419,196,0,201,91,394,210,0,866,260,64,0,0,44,342,198,123
945,9/15/2021 11:00,Staff: State and Local Affected Facilities,392,180,272,539,0,0,106,37,0,59,45,22,0,111,0,23,34,8,0,0,0,314,134,59
946,9/15/2021 11:00,Patients: State and Local Affected Facilities,0,0,259,0,0,0,54,199,0,49,22,0,0,122,0,0,0,3,0,0,0,2,93,40
947,9/15/2021 11:00,Inmates: State and Local Affected Facilities,0,70,646,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0
948,9/15/2021 11:00,Youth: State and Local Affected Facilities,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,9/22/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",170,293,1346,988,58,58,235,282,58,37,194,8,169,260,0,745,211,66,0,0,4,271,127,104
