OBJECTID,DATE,Month,County,Group,Facility,Cases,Cases_Normalized,Risk_Level
728,2021-03-31 11:00:00,3,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",74,-0.06428055909993027,0
729,2021-03-31 11:00:00,3,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
730,2021-03-31 11:00:00,3,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
731,2021-03-31 11:00:00,3,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
732,2021-03-31 11:00:00,3,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
733,2021-04-07 11:00:00,4,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",97,0.034217097079102345,0
734,2021-04-07 11:00:00,4,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",75,-0.05999805230953755,0
735,2021-04-07 11:00:00,4,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
736,2021-04-07 11:00:00,4,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
737,2021-04-07 11:00:00,4,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
738,2021-04-07 11:00:00,4,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
745,2021-04-14 11:00:00,4,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",177,0.3768176403105201,0
746,2021-04-14 11:00:00,4,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",163,0.316862545245022,0
747,2021-04-14 11:00:00,4,Harford,Staff,State and Local Affected Facilities,14,-0.3212309665234936,0
748,2021-04-14 11:00:00,4,Harford,Patients,State and Local Affected Facilities,30,-0.25271085787721004,0
749,2021-04-14 11:00:00,4,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
750,2021-04-14 11:00:00,4,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
751,2020-04-21 11:00:00,4,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",206,0.501010337231909,0
752,2020-04-21 11:00:00,4,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",377,1.2333189983890647,2
753,2020-04-21 11:00:00,4,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
754,2020-04-21 11:00:00,4,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
755,2020-04-21 11:00:00,4,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
756,2020-04-21 11:00:00,4,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
763,2021-04-28 11:00:00,4,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",210,0.51814036439348,0
764,2021-04-28 11:00:00,4,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",377,1.2333189983890647,2
765,2021-04-28 11:00:00,4,Harford,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
766,2021-04-28 11:00:00,4,Harford,Patients,State and Local Affected Facilities,28,-0.2612758714579955,0
767,2021-04-28 11:00:00,4,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
768,2021-04-28 11:00:00,4,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
775,2021-05-05 11:00:00,5,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",120,0.13271475325813495,0
776,2021-05-05 11:00:00,5,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",265,0.7536782378650797,2
777,2021-05-05 11:00:00,5,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
778,2021-05-05 11:00:00,5,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
779,2021-05-05 11:00:00,5,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
780,2021-05-05 11:00:00,5,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
781,2021-05-13 11:00:00,5,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",167,0.3339925724065929,0
782,2021-05-13 11:00:00,5,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",255,0.7108531699611526,2
783,2021-05-13 11:00:00,5,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
784,2021-05-13 11:00:00,5,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
785,2021-05-13 11:00:00,5,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
786,2021-05-13 11:00:00,5,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
793,2021-05-19 11:00:00,5,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",178,0.38110014710091283,0
794,2021-05-19 11:00:00,5,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",279,0.8136333329305778,2
795,2021-05-19 11:00:00,5,Harford,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
796,2021-05-19 11:00:00,5,Harford,Patients,State and Local Affected Facilities,28,-0.2612758714579955,0
797,2021-05-19 11:00:00,5,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
798,2021-05-19 11:00:00,5,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
799,2021-05-26 11:00:00,5,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",134,0.19266984832363307,0
800,2021-05-26 11:00:00,5,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",173,0.35968761314894926,0
801,2021-05-26 11:00:00,5,Harford,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
802,2021-05-26 11:00:00,5,Harford,Patients,State and Local Affected Facilities,28,-0.2612758714579955,0
803,2021-05-26 11:00:00,5,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
804,2021-05-26 11:00:00,5,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
805,2021-06-02 11:00:00,6,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",18,-0.30410093936192273,0
806,2021-06-02 11:00:00,6,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",26,-0.26984088503878095,0
807,2021-06-02 11:00:00,6,Harford,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
808,2021-06-02 11:00:00,6,Harford,Patients,State and Local Affected Facilities,40,-0.20988578997328283,0
809,2021-06-02 11:00:00,6,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
810,2021-06-02 11:00:00,6,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
817,2021-06-09 11:00:00,6,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",4,-0.36405603442742085,0
818,2021-06-09 11:00:00,6,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",2,-0.3726210480082063,0
819,2021-06-09 11:00:00,6,Harford,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
820,2021-06-09 11:00:00,6,Harford,Patients,State and Local Affected Facilities,43,-0.19703826960210466,0
821,2021-06-09 11:00:00,6,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
822,2021-06-09 11:00:00,6,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
829,2021-06-16 11:00:00,6,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
830,2021-06-16 11:00:00,6,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
831,2021-06-16 11:00:00,6,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
832,2021-06-16 11:00:00,6,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
833,2021-06-16 11:00:00,6,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
834,2021-06-16 11:00:00,6,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
841,2021-06-23 11:00:00,6,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
842,2021-06-23 11:00:00,6,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",0,-0.3811860615889917,0
843,2021-06-23 11:00:00,6,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
844,2021-06-23 11:00:00,6,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
845,2021-06-23 11:00:00,6,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
846,2021-06-23 11:00:00,6,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
853,2021-06-30 11:00:00,6,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",62,-0.11567064058464294,0
854,2021-06-30 11:00:00,6,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",44,-0.19275576281171194,0
855,2021-06-30 11:00:00,6,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
856,2021-06-30 11:00:00,6,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
857,2021-06-30 11:00:00,6,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
858,2021-06-30 11:00:00,6,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
865,2021-07-07 11:00:00,7,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",108,0.08132467177342229,0
866,2021-07-07 11:00:00,7,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",150,0.26118995696991665,0
867,2021-07-07 11:00:00,7,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
868,2021-07-07 11:00:00,7,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
869,2021-07-07 11:00:00,7,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
870,2021-07-07 11:00:00,7,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
871,2021-07-14 11:00:00,7,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",108,0.08132467177342229,0
872,2021-07-14 11:00:00,7,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",150,0.26118995696991665,0
873,2021-07-14 11:00:00,7,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
874,2021-07-14 11:00:00,7,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
875,2021-07-14 11:00:00,7,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
876,2021-07-14 11:00:00,7,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
877,2021-07-21 11:00:00,7,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",46,-0.1841907492309265,0
878,2021-07-21 11:00:00,7,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",105,0.06847715140224411,0
879,2021-07-21 11:00:00,7,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
880,2021-07-21 11:00:00,7,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
881,2021-07-21 11:00:00,7,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
882,2021-07-21 11:00:00,7,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
883,2021-07-28 11:00:00,7,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",115,0.11130221930617135,0
884,2021-07-28 11:00:00,7,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",192,0.44105524216641095,0
885,2021-07-28 11:00:00,7,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
886,2021-07-28 11:00:00,7,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
887,2021-07-28 11:00:00,7,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
888,2021-07-28 11:00:00,7,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
889,2021-08-04 11:00:00,8,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",69,-0.08569309305189388,0
890,2021-08-04 11:00:00,8,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",88,-0.00432546403443216,0
891,2021-08-04 11:00:00,8,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
892,2021-08-04 11:00:00,8,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
893,2021-08-04 11:00:00,8,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
894,2021-08-04 11:00:00,8,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
901,2021-08-11 11:00:00,8,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",121,0.13699726004852766,0
902,2021-08-11 11:00:00,8,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",122,0.1412797668389204,0
903,2021-08-11 11:00:00,8,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
904,2021-08-11 11:00:00,8,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
905,2021-08-11 11:00:00,8,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
906,2021-08-11 11:00:00,8,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
907,2021-08-18 11:00:00,8,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",52,-0.15849570848857017,0
908,2021-08-18 11:00:00,8,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",34,-0.23558083071563915,0
909,2021-08-18 11:00:00,8,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
910,2021-08-18 11:00:00,8,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
911,2021-08-18 11:00:00,8,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
912,2021-08-18 11:00:00,8,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
925,2021-08-25 11:00:00,8,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",108,0.08132467177342229,0
926,2021-08-25 11:00:00,8,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",93,0.017087069917531453,0
927,2021-08-25 11:00:00,8,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
928,2021-08-25 11:00:00,8,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
929,2021-08-25 11:00:00,8,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
930,2021-08-25 11:00:00,8,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
931,2021-09-01 11:00:00,9,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",195,0.4539027625375891,0
932,2021-09-01 11:00:00,9,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",273,0.7879382921882215,2
933,2021-09-01 11:00:00,9,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
934,2021-09-01 11:00:00,9,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
935,2021-09-01 11:00:00,9,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
936,2021-09-01 11:00:00,9,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
937,2021-09-08 11:00:00,9,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",138,0.20979987548520396,0
938,2021-09-08 11:00:00,9,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",200,0.47531529648955273,0
939,2021-09-08 11:00:00,9,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
940,2021-09-08 11:00:00,9,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
941,2021-09-08 11:00:00,9,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
942,2021-09-08 11:00:00,9,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
943,2021-09-15 11:00:00,9,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",258,0.7237006903323306,2
944,2021-09-15 11:00:00,9,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",394,1.306121613825741,2
945,2021-09-15 11:00:00,9,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
946,2021-09-15 11:00:00,9,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
947,2021-09-15 11:00:00,9,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
948,2021-09-15 11:00:00,9,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
949,2021-09-22 11:00:00,9,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",169,0.34255758598737834,0
950,2021-09-22 11:00:00,9,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",312,0.9549560570135377,2
951,2021-09-22 11:00:00,9,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
952,2021-09-22 11:00:00,9,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
953,2021-09-22 11:00:00,9,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
954,2021-09-22 11:00:00,9,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
955,2021-09-29 11:00:00,9,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",179,0.38538265389130555,0
956,2021-09-29 11:00:00,9,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",318,0.980651097755894,2
957,2021-09-29 11:00:00,9,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
958,2021-09-29 11:00:00,9,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
959,2021-09-29 11:00:00,9,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
960,2021-09-29 11:00:00,9,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
967,2021-10-06 11:00:00,10,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",59,-0.1285181609558211,0
968,2021-10-06 11:00:00,10,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",114,0.10701971251577862,0
969,2021-10-06 11:00:00,10,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
970,2021-10-06 11:00:00,10,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
971,2021-10-06 11:00:00,10,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
972,2021-10-06 11:00:00,10,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
973,2021-10-13 11:00:00,10,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",127,0.162692300790884,0
974,2021-10-13 11:00:00,10,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",160,0.30401502487384385,0
975,2021-10-13 11:00:00,10,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
976,2021-10-13 11:00:00,10,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
977,2021-10-13 11:00:00,10,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
978,2021-10-13 11:00:00,10,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
979,2021-10-20 11:00:00,10,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",188,0.4239252150048401,0
980,2021-10-20 11:00:00,10,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",259,0.7279831971227234,2
981,2021-10-20 11:00:00,10,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
982,2021-10-20 11:00:00,10,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
983,2021-10-20 11:00:00,10,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
984,2021-10-20 11:00:00,10,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
997,2021-10-27 11:00:00,10,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",282,0.826480853301756,2
998,2021-10-27 11:00:00,10,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",392,1.2975566002449554,2
999,2021-10-27 11:00:00,10,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
1000,2021-10-27 11:00:00,10,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
1001,2021-10-27 11:00:00,10,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
1002,2021-10-27 11:00:00,10,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
1015,2021-11-03 11:00:00,11,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",288,0.8521758940441123,2
1016,2021-11-03 11:00:00,11,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",393,1.301839107035348,2
1017,2021-11-03 11:00:00,11,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
1018,2021-11-03 11:00:00,11,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
1019,2021-11-03 11:00:00,11,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
1020,2021-11-03 11:00:00,11,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
1021,2021-11-10 10:00:00,11,Harford,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",196,0.45818526932798187,0
1022,2021-11-10 10:00:00,11,Harford,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",318,0.980651097755894,2
1023,2021-11-10 10:00:00,11,Harford,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
1024,2021-11-10 10:00:00,11,Harford,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
1025,2021-11-10 10:00:00,11,Harford,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
1026,2021-11-10 10:00:00,11,Harford,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
55,2020-04-29 10:00:00,4,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",41,-0.20560328318289012,0
56,2020-04-29 10:00:00,4,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",117,0.11986723288695679,0
57,2020-04-29 10:00:00,4,Howard,Staff,State and Local Affected Facilities,1,-0.376903554798599,0
58,2020-04-29 10:00:00,4,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
59,2020-04-29 10:00:00,4,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
60,2020-04-29 10:00:00,4,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
61,2020-05-06 10:00:00,5,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",43,-0.19703826960210466,0
62,2020-05-06 10:00:00,5,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",137,0.20551736869481124,0
63,2020-05-06 10:00:00,5,Howard,Staff,State and Local Affected Facilities,1,-0.376903554798599,0
64,2020-05-06 10:00:00,5,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
65,2020-05-06 10:00:00,5,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
66,2020-05-06 10:00:00,5,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
67,2020-05-13 10:00:00,5,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",51,-0.16277821527896288,0
68,2020-05-13 10:00:00,5,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",140,0.2183648890659894,0
69,2020-05-13 10:00:00,5,Howard,Staff,State and Local Affected Facilities,14,-0.3212309665234936,0
70,2020-05-13 10:00:00,5,Howard,Patients,State and Local Affected Facilities,15,-0.3169484597331009,0
71,2020-05-13 10:00:00,5,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
72,2020-05-13 10:00:00,5,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
73,2020-05-20 10:00:00,5,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",56,-0.14136568132699928,0
74,2020-05-20 10:00:00,5,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",146,0.24405992980834573,0
75,2020-05-20 10:00:00,5,Howard,Staff,State and Local Affected Facilities,16,-0.31266595294270816,0
76,2020-05-20 10:00:00,5,Howard,Patients,State and Local Affected Facilities,15,-0.3169484597331009,0
77,2020-05-20 10:00:00,5,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
78,2020-05-20 10:00:00,5,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
79,2020-05-27 10:00:00,5,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",71,-0.07712807947110843,0
80,2020-05-27 10:00:00,5,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",163,0.316862545245022,0
81,2020-05-27 10:00:00,5,Howard,Staff,State and Local Affected Facilities,18,-0.30410093936192273,0
82,2020-05-27 10:00:00,5,Howard,Patients,State and Local Affected Facilities,15,-0.3169484597331009,0
83,2020-05-27 10:00:00,5,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
84,2020-05-27 10:00:00,5,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
85,2020-06-03 10:00:00,6,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",97,0.034217097079102345,0
86,2020-06-03 10:00:00,6,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",201,0.47959780327994544,0
87,2020-06-03 10:00:00,6,Howard,Staff,State and Local Affected Facilities,3,-0.36833854121781356,0
88,2020-06-03 10:00:00,6,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
89,2020-06-03 10:00:00,6,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
90,2020-06-03 10:00:00,6,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
91,2020-06-10 10:00:00,6,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",117,0.11986723288695679,0
92,2020-06-10 10:00:00,6,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",231,0.6080730069917272,2
93,2020-06-10 10:00:00,6,Howard,Staff,State and Local Affected Facilities,3,-0.36833854121781356,0
94,2020-06-10 10:00:00,6,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
95,2020-06-10 10:00:00,6,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
96,2020-06-10 10:00:00,6,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
97,2020-06-17 10:00:00,6,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",94,0.021369576707924175,0
98,2020-06-17 10:00:00,6,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",211,0.5224228711838727,0
99,2020-06-17 10:00:00,6,Howard,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
100,2020-06-17 10:00:00,6,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
101,2020-06-17 10:00:00,6,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
102,2020-06-17 10:00:00,6,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
103,2020-06-24 10:00:00,6,Howard,Staff,"Nursing, Assisted Living, Group Homes Affected Facilities",56,-0.14136568132699928,0
104,2020-06-24 10:00:00,6,Howard,Residents,"Nursing, Assisted Living, Group Homes Affected Facilities",104,0.0641946446118514,0
105,2020-06-24 10:00:00,6,Howard,Staff,State and Local Affected Facilities,0,-0.3811860615889917,0
106,2020-06-24 10:00:00,6,Howard,Patients,State and Local Affected Facilities,0,-0.3811860615889917,0
107,2020-06-24 10:00:00,6,Howard,Inmates,State and Local Affected Facilities,0,-0.3811860615889917,0
108,2020-06-24 10:00:00,6,Howard,Youth,State and Local Affected Facilities,0,-0.3811860615889917,0
